description,price,rooms,area,location,floor
"MESA İKİZLER SİT,UĞURMUMCUCAD,MİGROSA50MT,4.KAT,3+1,7/24GÜVENLİK",4475000.0,3,125,10,4
GÖLBAŞI BAHÇELİEVLER'DE MERKEZİ KONUMDA 3+1 SATILIK DAİRE,5900000.0,3,140,3,2
 SATILIK 3+1 SÜPER LÜKS ANKARA MANZARALI 5.KAT YÜKSEKLİĞİNDE YÜKS...,3690000.0,3,150,4,0
KEÇİÖRENDE BOTANİK PARK MANZARALI FULL YAPILI MASRAFSIZ 3+1,2669000.0,3,145,4,3
MAMAK ÇAĞLAYAN MAH'DE ARA KAT GENİŞ KULLANIMLI 3+1 DAİRE,1950000.0,3,110,5,2
MAMAK AKŞEMSETTİN MH FULL MANZARALI GENİŞ TERAS+2 BALKON 3+1,2385000.0,3,175,5,5
 RÜYA EMLAKTAN OSMANGAZİ MH KATTA BAĞIMSIZ 3+1 DAİRE ,2150000.0,3,120,4,2
 RÜYA  EMLAK CALDIRAN MAH CADDEYE YAKINN KATTA 3+1 DAİRE,1780000.0,3,120,4,3
 RÜYA EMLAKTAN KANUNİ MH ASANSÖRLÜ KATTA 3+1 DAİRE ,2400000.0,3,130,4,4
ÇANKAYA KIRKKONAKLAR'DA Studio Plus Evleri SATILIK 1+1,2600000.0,1,70,10,0
KIRKKONAKLAR ÇAĞDAŞ YAKINI BAHÇE KATI BAHÇE ÇIKIŞLI SATILIK 3+1,2570000.0,3,125,10,0
VURAL EMLAKTAN ARA KATTA 2+1 İSKANLI YILIN SON FIRSATI 125m2,1729000.0,2,125,8,1
BAHÇELİEVLERDE TAM KAT EKSİKLİ BİNADA 3+1 BALKONLU ÜÇ CEPHELİ BOŞ...,2800000.0,3,130,10,0
" GOP BİLLUR SOKAKTA FUL YAPILI , KULLANIŞLI, ŞIK FIRSAT DAİRE",2150000.0,2,95,10,3
ANKARA PURSAKLAR SARAY CUMHURİYET MAHALLESİ SATILIK DAİRE VARDIR ...,3700000.0,4,250,7,1
Ankara Pursaklar tebbesum parkın orda 1.800.000&3.200.000🏢,1800000.0,3,125,7,1
ETİMESGUT TOPCU MH.2+1 KATTA SATİLİK DAİRE,1570000.0,2,105,2,3
 KEÇİÖRENDE 8+2 4+1 ALTI 4+1 ÜSTÜ ÇİFT GİRİŞLİ İSKANLI DUBLEKS,3990000.0,8,300,4,0
MOGAN GÖLÜNE YAKIN 3+1 KİLER + EBEVEYN BANYOLU GENİŞ DAİRE,2500000.0,3,140,3,0
1.KATTA SATILIK NORMAL AYRI MUTFAKLI 2+1 NET 80 M2 DAİRE,3150000.0,2,94,3,1
"SATILIK,ZİRVEKENT,MANOLYA'DA 3+1,PEYZAJ MANZARALI DAİRE",9500000.0,3,180,10,0
 ŞOK ŞOK ŞOK!! ESERTEPE'DE MUHTEŞEM TASARIMIYLA 3+1 FIRSAT DAİRE,1839000.0,3,135,4,0
TURYAP'TAN AKPINAR MH. DOĞA VE ŞEHİR MANZARALI TERAS KAT STLK,3075000.0,2,175,10,0
İSTASYON MAHALLESİNDE FULL YAPILI ASANSÖRLÜ DUBLEX META GM DE,2990000.0,3,140,2,3
UFUK'TAN SANATORYUM CD ÜZERİ BAĞIMSIZ BALKONLU LÜX YAPILI 3+1,1879000.0,3,120,4,0
 ETLİK ŞEHİR HASTANESİ YAKINI 7/24 GÜVENLİKLİ SİTE İÇERİSİNDE 3+1,2625000.0,3,135,9,13
Erpa dan Cebeci metro yakını,3250000.0,3,110,10,3
 MAMAKTA CADDE ÜZERİNDE SIFIR FULL YAPILI SATILIK 2.5+1 DAİRE,2850000.0,2,110,5,1
GÖZ KAMAŞTIRAN TASARIMIYLA ANA CADDEYE YÜRÜME MESAFESİNDE,2839000.0,3,145,4,1
 CADDE ÜZE4RİNDE SIFIR FULL YAPILI SATILIK 3+1 DAİRE,3950000.0,3,110,5,3
 KEÇİÖREN 19 MAYIS MH'DE YUNUSEMRE CD.YAKINI KAT KONUMUNDA 3+1 DA...,1549000.0,3,110,4,0
 IŞIL EMLAKTAN TEZKONAK SITESINDE 3+1 SATILIK DAIRE,2580000.0,3,117,2,2
 KUŞCAĞIZ MAH CAD YEAKINI 3+1 1. KAT KREDİYE UYGUN FIRSAT DAİRESİ...,1449000.0,3,130,4,1
 IŞIL EMLAKTAN ERYAMAN MAVİÇAM SİTESİNDE YAPILI 3+1 SATILIK DAİRE,2650000.0,3,130,2,0
 PURSAKLAR MEHMET ZENGİN EMLAK'TAN MERKEZDE ASANSÖRLÜ PROTOKOL YO...,2590000.0,3,125,7,2
 PURSAKLAR MEHMET ZENGİN EMLAK'TAN ASANSÖRLÜ 4.KAT 3+1 SİTE İÇİND...,2790000.0,3,145,7,4
 GAMZE EMLAK'TAN AKŞEMSETTİN'DE 3+1 MASRAFSIZ MERKEZİ KONUMA YAKI...,1619000.0,3,115,8,0
 TANER'DEN ÖVEÇLER 4.CADDE YANI 3+1+KİLER EBEVEYN BANYOLU SÜPER L...,3650000.0,3,120,10,3
 SR EMLAK'TAN ETİMESGUT OĞUZLAR MAH'DE 3+1 120m² ARA KATTA ÖN CEP...,2470000.0,3,125,2,4
 ES-AS'TAN TANDOĞAN MAHALLESİNDE 3+1 HARİKA KONUMDA SATILIK DAİRE,1450000.0,3,128,8,2
 SR EMLAK'TAN SİNCAN MAREŞAL ÇAKMAK MAH'DE 2+1 100m² BAĞIMSIZ ULA...,1289000.0,2,105,8,0
 SR EMLAK'TAN SİNCAN SELÇUKLU MAH'DE 6+1 275m² KATTA ÖN CEPHE ULA...,2200000.0,6,280,8,0
 DİKMEN KEKLİK PINARINDA SATILIK 5+1 GENİŞ TERASLI DUBLEX DAİRE,4900000.0,5,300,10,0
 BAĞLIM CAD ÜSTÜ ASANSÖRLÜ 4. KAT MASRAFSIZ FIRSAT DAİRESİ ,1649000.0,3,130,4,4
 TANER'DEN SOKULLU NİMET SOKAK'TA 3+1 SALON BAĞIMSIZ FULL YAPILI ...,2545000.0,3,115,10,0
 KOÇ-KAR GRUPTAN 2+1 MERKEZİ LOKASYONDA SIFIR DAİRE,2000000.0,2,110,7,5
YILIN SON FIRSATI ÇANKAYADA SATILIK 3+1 KENTSEL DÖNÜŞÜMDE DAİRE,2000000.0,3,120,10,2
 SİNCAN SELÇUKLU MAH'DE 3+1 ARA KATTA FULL YAPILI SATILIK DAİRE,1949000.0,3,125,8,1
 ETİMESGUT ŞEHİT OSMAN AVCI MAHALLESİ İKİ BLOKLU SİTEDE 2+1 SATIL...,3700000.0,2,110,2,11
KARAPÜRCEKTE SIFIR KAT 1 DE 3+1,2390000.0,3,130,0,1
ŞAHİNTEPE MAH YÜKSEK GİRİŞ 3+1,1498000.0,3,90,5,0
KARAPURCEK TE 1.KAT 3+1,2200000.0,3,115,0,1
BADEMLİK MAH CADDE YAKINI 3+1 1. KAT FULL+FULL FIRSAT DAİRESİ ,2649000.0,3,130,4,1
 KEÇİÖREN İNCİRLİ'DE CADDE YAKINI ISI YALITIMLI KİLERLİ BAĞIMSIZ ...,1285000.0,3,120,4,0
 MİSKET DÜZLÜKTE TREN YAKININDA ÖN CEPHEDE ASANSÖRLÜ 2+1 SATILIK ...,1745000.0,2,85,5,0
 DURALİ ALIÇ MAH. SİTE İÇERİSİNDE FUL YAPILI 3+1 SATILIK DAİRE...,2850000.0,3,150,5,3
Acil Abidinpaşa merkezde 4. kat 3+1 kullanışlı daire,1850000.0,3,110,5,4
 ALFA EMLAK'TAN MAREŞAL ÇAKMAK MAH'DE 2+1 GÖMÜSÜZ YATIRIMA UYGUN ...,1089000.0,2,100,8,0
 TANER'DEN ÖVEÇLER 4.CADDE YANI 3+1+ 2 BANYO FULL YAPILI ÖN CEPHE,3780000.0,3,135,10,1
 MİSKET DÜZLÜKTE TRENE YÜRÜME MESAFESİNDE ARA KATTA ÖN CEPHEDE 3+...,2750000.0,3,115,5,2
 BAHÇELİEVLERDE 3+1 ÖN 2.KATTA 7 DAİRELİ BİNADA KAT EKSİKLİ BOŞ,4200000.0,3,130,10,2
 KOC-KAR GRUPTAN GÜNEY CEPHEDE SATILIK DAİRE,2750000.0,3,140,7,1
 ALFA EMLAK'TAN MAREŞAL ÇAKMAK MAH'DE 2+1 BAĞIMSIZ ULAŞIMA YAKIN ...,1089000.0,2,95,8,0
 HÜREL DÜZLÜKTE SAİMEKADIN TRENE YÜRÜME MESAFESİNDE ÖN CEPHEDE FU...,1495000.0,3,110,5,0
 BATIKENT NEVADIUM'DA 1+1 FULL DONANIMLI SİTEDEN SATILIK REZİDANS,2390000.0,1,65,9,10
MEV ANKARA'DAN MANZARALI 2+1 FERAH DAİRE,1465000.0,2,80,5,0
 FERİDUNÇELİK MAHALLESİ'NDE 14. KATTA 3+1 MANZARALI DAİRE ,3525000.0,3,145,0,14
ÖZKUŞ TAN TANDOGAN MAH. YÜSEK GİRİŞ FUUL YAPILI 3+1 DAİRE,1859000.0,3,125,8,0
ÖZKUŞ TAN SARAYCIK TOKİDE Y.GİRİŞ ÖN CEPHE FUUL YAPILI 2+1 DAİRE,1850000.0,2,96,8,0
 HAVUZLUBAĞ SİTESİNDE KAPALI TERASLI DUBLEKS 4+1 SATILIK DAİRE,7650000.0,4,160,10,12
DOĞANOĞLUN'DAN SATILIK 3+1-2+1 ULTRA LÜX DAİRELER,3200000.0,2,90,3,1
 ASLAN EMLAK FARKIYLA ARA KATTA ASANSÖRLÜ SATILIK DAİRE,2100000.0,3,110,8,1
 BATTALGAZİ MAHALLESİ'NDE BOSTANCIK CADDE ÜZERİNDE KAÇMAZ FIRSAT,1800000.0,3,130,0,1
 KOÇ-KAR GRUP GAYRİMENKUL'DEN PURSAKLAR KAYMAKAMLIĞININA YAKIN KU...,4400000.0,4,200,7,12
RED'den UYGUN DAİRE ARAYANLARA İSKANLI 3+1 GİRİŞ KAT KUPON DAİRE,1470000.0,3,130,7,0
 ANKARA UYANIŞ MAHALLESİNDE KOMŞUDAN KATTA GENİŞ DAİRE !!,1849000.0,3,130,4,2
 CENGİZHAN MAH.GÜNEY CEPHE 3+1 SATILIK DAİRE...,2490000.0,3,130,5,3
SİNCAN AKŞEMSETTİN MAH. BAĞIMSIZ KÖŞE BAŞI ÖN CEPHE 3+1 FIRSAT DA...,1480000.0,3,120,8,4
 CENGİZHAN MAHALLESİNDE FULL YAPILI ÇİFT BALKONLU SATILIK DAİRE,2000000.0,3,125,5,1
SİNCAN PINARBAŞI MAH 3+1 KATTA BAĞIMSIZ ÖN CEPHE MASRAFSIZ DAİRE,1849000.0,3,125,8,2
 * BAĞLICA EMLAK AVANTAJ * 3+1 SATILIK ARA KATTA YAPILI DAİRE,4500000.0,3,190,2,6
 MEHTAP'TA ASIM GÜNDÜZ CADDESİ YAKININDA 2+1 GİRİŞ KATTA KİRALIK ...,1450000.0,2,100,5,0
 ALTINDAĞ - BEŞİKKAYA MAHALLESİNDE ARAÇ TAKASINA UYGUN 3+1 SATILI...,1400000.0,3,120,0,0
TOPRAK EMLAKTAN ANK KEÇİÖREN BADEMLIK MAH DE 3+1 DAİRE ,1540000.0,3,120,4,0
SİNCAN OSMANLI MAH SİTE İÇİNDE ÖN 1.ARAKAT SALON BAGIMSIZ DAİRE,2290000.0,3,120,8,1
 CENGİZHAN'IN GÖBEĞİNDE 3. KAT KONUMLU FULL YAPILI ASANSÖRLÜ,2100000.0,3,135,5,0
 BOZKIR GAYRİMENKUL'DEN AYVALI MAH.ARA KATTA FUL YAPILI İSKANLI 3...,2849000.0,3,135,4,2
"3+1 SATILIK DAİRE BOZKUŞ EMLAK,DAN",2050000.0,3,125,7,2
YESİLOGLU EMLAKTAN YENİMAHALLE MERKEZDE  BAKIMLI  4+1 DUBLEKS DAİ...,3250000.0,4,180,9,3
 ETLİKTE GÜNEY CEPHE MANZARALI YÜKSEK GİRİŞ 2+1 DAİRE__,1750000.0,2,105,4,0
SİNCAN PINARBAŞI MAH 2.ORTAKAT GENİŞ MASRAFSIZ 3+1 SATILIK DAİRE,1559000.0,3,120,8,2
Alimert emlak dan Esertepe merkezde 3+1 asansörlü daire,2095000.0,3,130,4,1
AYVALI MERKEZDE ALTINDA DAİRE OLAN YAPILI UYGUN FİYATA 3+1 DAİRE,1515000.0,3,135,4,2
"GOLD EMLAK'TAN ETLİK MERKEZ, SAUNALI,YERDEN ISITMALI 3,5+1 DAİRE",3950000.0,3,170,4,2
 İNCİRLİ'DE MERKEZİ KONUMDA KATTA BAĞIMSIZ 3 BALKONLU ASANSÖRLÜ 3...,2330000.0,3,130,4,3
SİNCAN İSTASYON MAH GENİŞ MASRAFSIZ AYIN FIRSAT DAİRESİ SATILIK,1335000.0,3,120,8,0
 TANDOĞAN MAH. HAKAN EMLAK'TAN 3+1 DAİRE ,1600000.0,3,120,8,2
▆▇█▓ZİRVE▓█▇▆G. ZEKİ DOĞAN MAH. SAAT KULESİ YAKINI 2+1 Y. GİRİŞ,1479000.0,2,110,5,0
▆▇█▓ZİRVE▓█▇▆ZİRVEKENT'İN EN TUTULAN BÖLGESİ YATIRIMLIK 2+1 DA..,949000.0,2,95,5,1
 KEÇİÖREN BADEMLİKTE ASANSÖRLÜ DAİRE ACİL SATILIK 2+1 KATTA ASANS...,1590000.0,2,95,4,1
" ALTINDAĞ - BATTALGAZİ MAHALLESİNDE GİRİŞTE, ASANSÖRLÜ 3+1 SATILI...",1180000.0,3,110,0,0
 ADARYA'DAN AKŞEMSETTİN MAH. GENİŞ BALKONLU BAGIMSIZ SALON SİTE İ...,1990000.0,3,125,8,1
 ŞEHİTKUBİLAY MAH.ESTERON CADDE YANI BAGIMSIZ KATTA KÖK TAPU 3+1,2300000.0,3,120,9,2
 ÇANKAYA ALOHA RESİDENCE DA 240 M2 4+1 GARAJLI ASANSÖRLÜ DAİRE ,14750000.0,4,245,10,2
 Etlik Şehir Hastanelerine Yakın Çift Giriş Full Yapılı 5+1 Duble...,3100000.0,5,230,9,0
 PURSAKLAR UFUK KILIÇ EMLAK'TAN SİTE İÇERİSİNDE 3+1 FUL YAPILI DA...,2820000.0,3,130,7,4
 Sev-al EmlakDan Bademlik Ziraat Bankası Yakını Kat Konumunda,1369000.0,2,110,4,2
 UFUK KILIÇ EMLAK'TAN SİTEDE KAPALI GARAJLI 4+1 SİTE DAİRESİ,4120000.0,4,200,7,12
 PURSAKLAR UFUK KILIÇ EMLAK'TAN SİTEDE G.ODALI ÇİFT BANYOLU GENİŞ...,3295000.0,4,170,7,9
 ES-AS'TAN MALAZGİRT MH 3+1 FULL YAPILI HARİKA KONUMDA KELEPİR SA...,1359000.0,3,120,8,0
 ETİMESGUT YAVUZ SELİM MAHALLESİ ARA KATTA 3+1 SATILIK DAİRE,3750000.0,3,140,2,2
 HÜREL MAH. GENİŞ TERASLI MANZARALI KAPALI OTOPARKLI 3+1 DAİRE,1650000.0,3,120,5,2
 KEÇİÖRENDE PARK MANZARALI 3+1 SATILIK DAİRE,2100000.0,3,125,4,3
 ETİMESGUT PİYADE MAH.  3+1 1. KAT YAPILI DAİRE,2399000.0,3,110,2,1
 MEHMET ÖZDEMİR 'DEN FEVZİ ÇAKMAK MAH. 3+1 ARA KATTA SIFIR DAİRE,2349000.0,3,135,8,2
 MEHMET ÖZDEMİR'DEN YENIKENT SEMBOL KENT SITESI 4+1 EŞYALI 5 KAT,3950000.0,4,185,8,5
 MEHMET ÖZDEMİR'DEN MUSTAFA KEMAL MAH. 3+1 EVEBEYN BANYOLU ÜST KA...,2850000.0,3,135,8,4
AKTİF EMLAK.TAN SATILIK MALAZGİRT MAH. 3+1 FUL YAPILI MASRAFSI,1600000.0,3,130,8,3
AKTİF EMLAK,2199000.0,3,140,8,3
PINARBAŞI MAHALESİNDE YENİ BİNA DA 2+1 FUL YAPILI YÜKSEK GİRİŞ,1479000.0,2,120,8,0
SARAY MERKEZDE ASANSÖRLÜ BİNADA ARAKAT 3+1 GENİŞ FERAH MASRAFSIZ,2100000.0,3,130,7,3
KUZENLER EMLAK'TAN█DEVLET HASTANESİ YANINDA 7.KAT GÜNEY LÜX 4+1,4350000.0,4,190,7,7
"OVACIK YOZGAL BULVARDA 3,5+1 ULTRA LÜKS DAİRE",5000000.0,3,130,4,3
 ES-AS'TAN MALAZGİRT MH 3+1 GÖMÜSÜZ BAHÇE KATI SATILIK DAİRE,1259000.0,3,120,8,0
 ARCADİUM KARŞISI MERKEZİ KONUMDA OYAK 6 SİTESİNDE BOŞ DAİRE,5500000.0,3,110,10,3
 SİNCAN PINARBAŞI MAHALLESİNDE YAPILI 3+1 SALON BAĞIMSIZ ÖN CEPHE...,1797000.0,3,125,8,2
 *** HUZUR PAZAR ÇAPRAZDA ASANSÖRLÜ 3+1 DAİRE ***,2680000.0,3,125,10,4
 NASİP EMLAK'TAN 3+1 ASANSÖRLÜ 7. KATTA FULL YAPILI DAİRE,2200000.0,3,130,7,7
 NASİP EMLAK'TAN SATILIK 2+1 AYYILDIZ MAHALLESİNDE FULL YAPILI KA...,1550000.0,2,75,7,1
 NASİP EMLAK'TAN 4+1 HASTANE BÖLGESİNDE TERAS BALKONLU GİYİNME OD...,4085000.0,4,185,7,6
"Etlik,te şehir hastanesi yakını lüks yapılı bağımsız katta 3+1",2589000.0,3,125,4,1
 CADDE VE KAT KONUMLU DAİRE ARAYANLARA [İMZA]'DAN ATAPARK'DA YAPI...,1349000.0,2,110,4,1
 MESKEN'DEN AYAZAĞA CAD. 4+1 ÇİFT BANYO&BALKON KATTA TEK DAİRE!!,4750000.0,4,155,4,1
 [İMZA]'DAN BU FİYATA SON DAİRELER! ATAPARK'DA 3+1 [YENİ BİNA FIR...,1529000.0,3,115,4,0
" MAMAK - EKİN MAHALLESİNDE KREDİYE UYGUN, ANKARA MANZARALI 3+1 SA...",1600000.0,3,120,5,6
 SİNCAN PLEVNE MAH. KREDİ LİMİTSİZ ÇOK GENİŞ ARA KAT 3+1 FIRSAT D...,1379000.0,3,130,8,0
 GAZİNO GÖBEK YAKINI 2+1 FULL YAPILI ISI YALITIMLI HARİKA KONUM,1395000.0,2,100,4,1
 SİNCAN İSTASYON MAH. KREDİ LİMİTSİZ ARA KAT ÖN CEPHE 3+1 FIRSAT ...,1355000.0,3,120,8,1
 SİTE KONSEPTİ-KAPALI OTOPARK-KALİTELİ YAPI MALZEMESİ-ŞIK TASARIM,3490000.0,3,130,4,2
 *EMLAK KÜPÜ* BAĞLICA MAH'DE HAYRAN BIRAKAN YAPISIYLA ULTRA LÜX 4...,6000000.0,4,175,2,3
ÇINAR'DAN YENİKENT FEVZİ ÇAKMAK MAHALLESİNDE 3+1 UYGUN DAİRE,1700000.0,3,135,8,3
ÇINAR'DAN MUSTAFA KEMAL MAHALLESİNDE YÜKSEK GİRİŞ SIFIR DAİRE,1699000.0,3,110,8,0
 ETİMESGUT AYYILDIZ MAH'DE YARISI PEŞİN YARISI 24 AY 0 FAİZ ORANI...,6000000.0,4,190,2,2
 HAS GAYRIMENKULDEN  2+1 GİRİŞ KAT DAİRER ,1650000.0,2,120,7,0
TROY'DAN MÜHYE VADİ KONUTLARINDA SATILIK FIRSAT DAİRE!!!,4680000.0,3,120,10,3
köşe başi cadde üzeri Yenikent ,2199000.0,3,135,8,2
 DURALİALIÇ MAHALLESİNDE 3+1 FULL YAPILI SATILIK DAİRE,2125000.0,3,145,5,2
SİNCAN AHİ EVRAN MAH 3+1 BAĞIMSIZ FULL YAPILI SİTE İÇİ DAİRE,1295000.0,3,120,8,0
BARUT EMLAKTAN E. BANYOLU 3 CEPHELİ LÜKS DİZAYN 3+1 DAİRE 1. KAT,2849000.0,3,130,7,1
"BARUT'TAN PROTOKOL YAKINI YENİ BİNADA 3+1 GİRİŞ DAİRE ""FIRSAT""",1790000.0,3,125,7,0
BARUT'TAN AYYILDIZDA ASANSÖRLÜ E. BANYOLU KİLER ARAKAT 3+1 DAİRE,2490000.0,3,130,7,2
 PAMUKLAR MAH 4BLOKLU GÜVENLİKLİ SİTEDE 3+1 GİYİNME ODALI ÇİFT BA...,4150000.0,3,185,9,13
 HAKAN EMLAK'TAN YEŞİLOVA MAHALLESİNDE ARA KAT 135 M2 DAİRE!!!!!,3339000.0,3,135,2,2
ONUR GENÇ GAYRİMENKUL'DEN MANZARALI KİLERLİ YEMEK BÖLÜMLÜ 4+1 DUB...,2399000.0,4,185,0,3
ONUR GENÇ GAYRİMENKUL'DEN ARA KAT ASANSÖRLÜ FULL YAPILI 3+1 SATIL...,1799000.0,3,129,0,2
ONUR GENÇ GAYRİMENKUL'DEN KARAPÜRÇEK STADYUM MEVKİ 2+1 GİRİŞ,1480000.0,2,115,0,0
HÜSEYİNGAZİ GÖBEK'TE KAÇIRILMAYACAK FIRSAT DAİRESİ ,1820000.0,3,130,5,1
 SİNCAN PLEVNEDE ARAKATTA BAĞIMSIZ BU FİYATA EŞİ BENZERİ YOK,1495000.0,3,125,8,1
 MESKEN'DEN AKTEPE MERKEZDE ARA KATTA 3+1 MASRAFSIZ KUPON DAİRE!!,1895000.0,3,130,4,2
Temelli Cumhuriyet Mahallesi Satılık Sıfır 3+1 Daire,2589000.0,3,160,8,1
Sincan Yenikent'de 3+1 Masrafsız Satılık Daire,1950000.0,3,105,8,4
 BAĞLUM'DA SİTE KONSEPTİNDE ULTRA LÜX YAPILI ÖN CEPHE KATTA 3+1 D...,3100000.0,3,145,4,1
 SANCAKTEPE'de ÖN CEPHE BAĞIMSIZ KATTA 120m2 YAPILI 3+1 DAİRE!!!,2699000.0,3,125,4,1
 EFSANE'DEN ETLİK'TE FIRSAT DAİRESİ ,1689000.0,3,120,4,0
 MARQA'DAN YILIN SON FIRSATI 3+1 BAĞIMSIZ ETLİK'DE Y.GİRİŞ 115m2!,1285000.0,3,120,4,0
 LEVENT'TEN DİKMEN KEKLİKPINARI'NDA MANZARALI 5+1+2 BANYO + KİLER...,4500000.0,5,310,10,3
 ꧁꧂EMRE EMLAKTAN꧁꧂PİYADE'DE ARAKATTA FULL+FULL YAPILI 3+1 SATILIK...,2370000.0,3,125,2,2
GELİN ANTARES & ŞEHİR HAST. KOMŞU OLALIM ! 3+1 130m2 ARA KATTA!,4100000.0,3,135,4,1
 LEVENT'TEN ÇANKAYA MÜHYE VADİ KONUTLARI'NDA 3+1+2 BANYO + ÇAMAŞI...,5000000.0,3,120,10,7
 KÜÇÜKKAYAŞ'DA 3+1 CADDE ÜZERİ YAPILI YATIRIMLIK DAİRE!,1425000.0,3,120,5,3
^^^FSM EMLAK ^^^DAN FULL+FULL YAPILI 4+1 DAİRE,2600000.0,4,145,8,1
 ALACAATLI ALACAPARK 4+1 HOBİ BAHÇELİ GÜVENLİKLİ FIRSAT DAİRE,7450000.0,4,210,10,2
" MAMAK, NATA VEGA AVMYE 2 DK. MESAFEDE 3+1 SIFIR SATILIK DAİRELER",4250000.0,3,130,5,6
 GENÇ BİNA İNCİRLİ MERKEZ'DE BAĞIMSIZ ÖN GÜNEY CEPHE FULL YAPILI!,1750000.0,2,115,4,0
 YUNUS EMRE CAD YAKINI KAT KONUMLU CEPHESİ AÇIK 3+1 1 BAĞIMLI ,1549000.0,3,120,4,0
 ÇALDAĞI SOKAKTA BAĞIMSIZ SALON Y.GİRİŞ ÖN CEPHE BALKONLU,1435000.0,2,115,4,0
TERCİH'TEN TANDOĞAN MAH'DE ULTRA LÜX FULL YAPILI 3+1 DAİRE,1859000.0,3,120,8,1
NEVADİUM KONUTLARINDA EŞYALI SATILIK 1+1,2300000.0,1,55,9,5
"HİGH HİLL İNCEK-GÖLBAŞI, YENİ SİTEDE SATILIK 4,5+1 DAİRE",12950000.0,4,215,3,15
ALPEREN GAYRİMENKUL'DEN ÖĞRETMENLER SİTESİ'NDE 3+1 SATILIK DAİRE,2450000.0,3,120,3,3
MAMAK'TA HÜREL MAHALLESİNDE SÜPER LÜX 4+1 SIFIR DAİRE....,3650000.0,4,165,5,2
ÇANKAYA ZAFERTEPE MAH SÜPER LÜX SIFIR SATILIK DAİRELER,4300000.0,3,130,10,2
ROTA GAYRİMENKULDAN ZAFER MAHALLESİNDE SATILIK 3+1 DAİRE,1500000.0,3,125,6,0
FIRST POINT'TEN ERYAMAN ATA MAH. ULTRA LÜKS SATILIK DAİRE,3350000.0,3,150,9,2
EMLAK CENTER FEVZİ ÇAKMAK CADDE ÜZERİNDE FUUL+FUUL YAPILI,2599999.0,3,135,8,1
EMLAK CENTER FEVZİ ÇAKMAK MAH YAPILI 3+1,2399999.0,3,135,8,1
EMLAK CENTER MENDERES MAH4-5+1 FUUL+FUUL YAPILI ULTA LÜX DAİRE,3750000.0,4,180,8,2
ÖYKÜMDEN ŞENLİKTE HEM OTURUMA HEM YATIRIMA UYGUN YAPILI 3+1!!!,1780000.0,3,115,4,0
ÖYKÜMDEN BAĞLARBAŞINDA ASANSÖRLÜ CEPHELERİ AÇIK BALKONLU 2+1!!!!,1315000.0,2,110,4,1
ÖYKÜMDEN AKTEPEDE YENİ BİNADA FULL YAPILI 120 M2 ASANSÖRLÜ DAİRE,1295000.0,3,125,4,2
*** Erus *** Çankaya Park Evleri Ankara Manzaralı Katta Dubleks,14150000.0,5,508,10,17
VOLKAN SARIYILDIZ EMLAKTAN FEN LİSESİ YANI FULL YAPILI 3+1,2050000.0,3,150,7,0
VOLKAN SARIYILDIZ 2 EMLATAN 2+1 LÜX DAİRE,2130000.0,2,105,11,4
VOLKAN SARIYILDIZ 2 EMLAKTAN SIFIR DAİRE,2680000.0,3,150,11,1
ELVAN MAH.DE ARA KAT ÜÇ CEPHELİ 100 M2 3+1 SATILIK DAİRE,1895000.0,3,110,2,2
İSTASYON MAH.DE KAT YÜKSEKLİĞİNDE FULL YAPILI 3+1 SATILIK DAİRE,1639000.0,3,110,2,1
TUĞRA GYM'DEN ALSANCAK 2' MAH.DE ÖN-PARK CEPHELİ 3+1 SATILIK,2550000.0,3,120,2,1
FIRSAT DAİRESİ CADDE YAKINI MANZARALI ASANSÖRLÜ YAPILI 3+1,1975000.0,3,115,4,3
ESAT BP BENZİNLİĞİ YAKINI YAPILI EBEVEYN BANYOLU KİLERLİ 3+1,2795000.0,3,125,10,3
SANATORYUM CADDESİ YAKINI BAHÇELİ FULL YAPILI 2+1 FIRSAT DAİRESİ,1359000.0,2,95,4,1
SİNCAN PINARBAŞI MAHALLESİ FULL YAPILI 4+2 TERASLI SATILIK DAİRE,3900000.0,4,200,8,12
"KOÇ'DAN ; KARAPINAR'DA , NEZİH BÖLGEDE, CADDE YAKINI, 4+1, ASANSÖ...",4450000.0,4,185,10,3
SATILIK ÇATI DUBLEKS DAİRE ,6950000.0,4,230,2,0
 ACiL SATILIK 3+1 ARA KAT DAİRE,2160000.0,3,130,3,1
MALTEPE NİN MERKEZİNDE ASANSÖRLÜ YENİ BİNA 2+1 SATILIK DAİRE,4550000.0,2,100,10,1
ABİDİNPAŞA BAĞLARBAŞI CADDESİ ISI YALITIMLI GİRİŞ KAT 2+1DAİRE,1250000.0,2,90,5,0
ETİMESGUT SÜVARİ MAH.DE EŞYALI-EŞYASIZ SATILIK ARA KATTA 3+1,2325000.0,3,130,2,3
SİNCAN VATAN CAD.DE ULTRALUX HEM EŞYALI HEMDE EŞYASIZ 2+1 BAHÇE K...,1475000.0,2,100,8,0
MERTALP'DEN TAPULU İSKANLI FULL YAPILI,1770000.0,3,160,8,5
MERTALP'DEN TAPULU İSKANLI FULL YAPILI,1775000.0,3,150,8,4
ALACAATLI YAŞAMKENT AKYILDIZ PRESTİJDE 2+1 YATIRIMLIK DAİRE,3550000.0,2,75,10,7
YAŞAMKENT ALACAATLI PARK ALYANS SİTESİ 2+1 BAĞIMSIZ MUTFAK DAİRE,6800000.0,2,130,10,6
